n,algoritmo,tempo,co2
50000,classico,135.76110124588013,0.0012686596578223648
50000,heap,0.845585823059082,7.93490242892705e-06
50000,networkx,0.561802864074707,5.278397723453771e-06
50000,classico,134.25679874420166,0.0012557316261984437
50000,heap,0.8611576557159424,8.08028060049513e-06
50000,networkx,0.5679032802581787,5.33883058560918e-06
50000,classico,138.09039998054504,0.0012894113744775773
50000,heap,1.3264315128326416,1.2444982136542654e-05
50000,networkx,0.5453941822052002,5.12620195489865e-06
50000,classico,137.05377769470215,0.0012802816627400912
50000,heap,0.7662103176116943,7.192782791208318e-06
50000,networkx,0.5429079532623291,5.106789163254509e-06
50000,classico,135.52399563789368,0.001266155573898414
50000,heap,0.7683165073394775,7.213904923045191e-06
50000,networkx,0.8135895729064941,7.665056794063291e-06
50000,classico,137.5806336402893,0.0012852676206394642
50000,heap,0.8421421051025391,7.903113779910775e-06
50000,networkx,0.5886893272399902,5.5303294772129436e-06
50000,classico,134.72019934654236,0.0012587497849375685
50000,heap,0.830183744430542,7.800454592483384e-06
50000,networkx,0.577568769454956,5.438169273869207e-06
50000,classico,135.82062911987305,0.0012687448582660555
50000,heap,1.3350605964660645,1.2535573131767383e-05
50000,networkx,0.5636959075927734,5.298024465752523e-06
50000,classico,136.60251021385193,0.0012766265412215917
50000,heap,0.7749149799346924,7.281280127989272e-06
50000,networkx,0.5119156837463379,4.810884645345594e-06
50000,classico,136.8111755847931,0.0012775501465714266
50000,heap,1.2372009754180908,1.1621144347947757e-05
50000,networkx,0.5030202865600586,4.729815693285759e-06
50000,classico,136.1899311542511,0.0012717746318993237
50000,heap,0.7817068099975586,7.335347097341078e-06
50000,networkx,0.5556998252868652,5.222094992701578e-06
50000,classico,136.45077061653137,0.0012749437918582387
50000,heap,0.7803318500518799,7.3322139236283355e-06
50000,networkx,0.9179046154022217,8.62443323447911e-06
50000,classico,132.94624733924866,0.0012415623430722706
50000,heap,1.245415449142456,1.1690378467669357e-05
50000,networkx,0.5605957508087158,5.266469930527529e-06
50000,classico,133.6403033733368,0.0012484565265101092
50000,heap,0.7845501899719238,7.364248119379137e-06
50000,networkx,0.5214748382568359,4.902430053698674e-06
50000,classico,136.12232065200806,0.0012721147964447521
50000,heap,0.7533082962036133,7.069931025925843e-06
50000,networkx,0.5566420555114746,5.241285064746387e-06
50000,classico,133.60549139976501,0.0012483981142162551
50000,heap,0.8034873008728027,7.539413042094633e-06
50000,networkx,0.8268837928771973,7.773020216643028e-06
50000,classico,134.49165439605713,0.0012567052650685293
50000,heap,1.0712416172027588,1.004770915192277e-05
50000,networkx,0.5036025047302246,4.733762693888961e-06
50000,classico,135.70077967643738,0.0012671507545926376
50000,heap,0.7758026123046875,7.290274055223848e-06
50000,networkx,0.5313873291015625,5.001753222268239e-06
50000,classico,135.94823145866394,0.0012699649313779283
50000,heap,1.0562705993652344,9.911480252433838e-06
50000,networkx,0.7130131721496582,6.698030277159089e-06
50000,classico,135.45291662216187,0.0012656491400830582
50000,heap,0.825303316116333,7.744841476819687e-06
50000,networkx,0.5552492141723633,5.221356366856574e-06
50000,classico,136.0493130683899,0.001270729075974555
50000,heap,0.7591092586517334,7.141947041197564e-06
50000,networkx,0.5255997180938721,4.950601583333583e-06
50000,classico,133.90167117118835,0.0012507665294791274
50000,heap,1.1870944499969482,1.1159951387453091e-05
50000,networkx,0.5494959354400635,5.163074080944572e-06
50000,classico,132.25123929977417,0.0012350214345224488
50000,heap,1.237337350845337,1.1618419606204022e-05
50000,networkx,0.5024130344390869,4.724648895798949e-06
50000,classico,135.78150367736816,0.001269291394502038
50000,heap,0.7286601066589355,6.8499818144733745e-06
50000,networkx,0.5547120571136475,5.228442458180252e-06
50000,classico,137.43833255767822,0.001284438507776537
50000,heap,1.3444104194641113,1.2609377167396877e-05
50000,networkx,0.528562068939209,4.975125526450181e-06
50000,classico,136.54882335662842,0.0012755053429292405
50000,heap,0.7869594097137451,7.383903510878677e-06
50000,networkx,0.5305607318878174,4.987880955609518e-06
50000,classico,137.51495695114136,0.0012844355387544866
50000,heap,1.284623146057129,1.2055709683097428e-05
50000,networkx,0.5903651714324951,5.556023113051005e-06
50000,classico,138.67778038978577,0.0012959977216205078
50000,heap,0.8196620941162109,7.692114525830085e-06
50000,networkx,0.5494651794433594,5.165846194073153e-06
50000,classico,134.15745306015015,0.0012540007421806352
50000,heap,0.8020265102386475,7.5271331573371956e-06
50000,networkx,0.8452749252319336,7.956207226752008e-06
50000,classico,136.19896030426025,0.0012729656452736505
50000,heap,0.7604527473449707,7.139145006204931e-06
50000,networkx,0.5193965435028076,4.884600634160036e-06
50000,classico,136.22243881225586,0.0012717502699755286
50000,heap,0.7881743907928467,7.399783622316504e-06
50000,networkx,0.590829610824585,5.55112632042418e-06
50000,classico,134.57633709907532,0.001256616586833185
50000,heap,0.7972488403320312,7.4820772461923465e-06
50000,networkx,0.8428304195404053,7.917843669832865e-06
50000,classico,133.06868195533752,0.0012440892364726545
50000,heap,1.3144328594207764,1.235852374278628e-05
50000,networkx,0.5650649070739746,5.3130545536325996e-06
50000,classico,136.7210874557495,0.0012765424657312859
50000,heap,0.7982633113861084,7.4907395694339816e-06
50000,networkx,0.5643033981323242,5.311830605404373e-06
50000,classico,134.12108254432678,0.0012541855241622322
50000,heap,0.7610514163970947,7.141818495548398e-06
50000,networkx,0.5194652080535889,4.892364258981242e-06
50000,classico,135.95124530792236,0.001269126397821334
50000,heap,1.2469813823699951,1.170915350509112e-05
50000,networkx,0.5291640758514404,4.976193323284866e-06
50000,classico,135.99078392982483,0.001270561467827813
50000,heap,0.7722203731536865,7.2457825699598145e-06
50000,networkx,0.5446624755859375,5.119881877455653e-06
50000,classico,135.05435061454773,0.0012625584167886596
50000,heap,0.7771627902984619,7.294978656377358e-06
50000,networkx,0.8333325386047363,7.831753535763062e-06
